;pseudo_provisoire;adresse_cleaned;codepost;nom_commune_postal;longitude_ref;latitude_ref;requete;x;y;score;trust_score;street;city;pc_city;code_dept;address
1990;0441556C;9 RUE DU 8 MAI 1945;44120;VERTOU;-1.4741999804807628;47.17046716324628;9 RUE DU 8 MAI 1945 44120 VERTOU;-1.473244;47.170824;0.7125945454545455;middle;9 RUE DU HUIT MAI 1945;VERTOU;44120;44;9 RUE DU HUIT MAI 1945 44120 VERTOU
2016;0840994Z; CHEMIN ;84200;CARPENTRAS;5.064540561249123;44.08302799003877; CHEMIN  84200 CARPENTRAS;5.080886;44.048534;0.6980862337662338;middle;CHEMIN CREUX;CARPENTRAS;84200;84;CHEMIN CREUX 84200 CARPENTRAS
2037;0061406W;192 ALLEE DES ECUREUILS;6700;SAINT-LAURENT-DU-VAR;7.182049831504386;43.68621044526184;192 ALLEE DES ECUREUILS 6700 SAINT-LAURENT-DU-VAR;6.332772;46.043331;0.4530224242424242;middle;IMPASSE DES ÉCUREUILS;SAINT-LAURENT;74800;74;IMPASSE DES ÉCUREUILS 74800 SAINT-LAURENT
2051;0593662K; RUE DU COLLEGE;59113;SECLIN;3.0148797683903457;50.54374997635936; RUE DU COLLEGE 59113 SECLIN;3.020051;50.542943;0.5825156011730205;middle;RUE DU PÉVÈLE;SECLIN;59113;59;RUE DU PÉVÈLE 59113 SECLIN
2064;0594408W; AVENUE DU CHATEAU;59590;RAISMES;3.4816293075127525;50.3955694812591; AVENUE DU CHATEAU 59590 RAISMES;3.520819;50.407594;0.7271442815249267;middle;RUE DU CHÂTEAU;RAISMES;59590;59;RUE DU CHÂTEAU 59590 RAISMES
2068;0440512T; RUE DE LA PIERRE;44220;COUËRON;-1.7183095380716324;47.21492041643548; RUE DE LA PIERRE 44220 COUËRON;-1.721037;47.217146;0.9707963636363636;high;RUE DE LA PIERRE;COUËRON;44220;44;RUE DE LA PIERRE 44220 COUËRON
2073;0800046R; ROUTE DE SAINT DENIS;80201;PÉRONNE;2.94137255283811;49.93541386504129; ROUTE DE SAINT DENIS 80201 PÉRONNE;3.233204;50.166921;0.32210467532467535;low;RUE DE PÉRONNE;CAMBRAI;59400;59;RUE DE PÉRONNE 59400 CAMBRAI
2075;0360406W;8 BOULEVARD DU MOULIN NEUF;36000;CHÂTEAUROUX;1.688650423544558;46.818847447086966;8 BOULEVARD DU MOULIN NEUF 36000 CHÂTEAUROUX;1.688018;46.818656;0.9705881818181817;high;8 BOULEVARD DU MOULIN NEUF;CHÂTEAUROUX;36000;36;8 BOULEVARD DU MOULIN NEUF 36000 CHÂTEAUROUX
2079;0340987N;125 RUE CANTEGRIL;34000;MONTPELLIER;3.8483245708990665;43.61826943409514;125 RUE CANTEGRIL 34000 MONTPELLIER;3.832255;43.605758;0.5353260330578513;middle;125 RUE JEAN BIMAR;MONTPELLIER;34000;34;125 RUE JEAN BIMAR 34000 MONTPELLIER
2097;0596506B; PLACE CADET ROUSSELLE;59650;VILLENEUVE-D'ASCQ;3.153200387006766;50.64397389941584; PLACE CADET ROUSSELLE 59650 VILLENEUVE-D'ASCQ;3.127624;50.636126;0.554182189239332;middle;COUR ROUSSEL;VILLENEUVE-D ASCQ;59650;59;COUR ROUSSEL 59650 VILLENEUVE-D ASCQ
2108;0281053T;29 AVENUE DU PRESIDENT JOHN F KENNEDY;28100;DREUX;1.3783688238619871;48.73089785965829;29 AVENUE DU PRESIDENT JOHN F KENNEDY 28100 DREUX;5.355012;43.278258;0.44068946070878273;middle;CORNICHE PRESIDENT JOHN F KENNEDY;MARSEILLE;13007;13;CORNICHE PRESIDENT JOHN F KENNEDY 13007 MARSEILLE
2160;0761757X; PLACE ALAIN;76151;MAROMME;1.0398143289156496;49.477774133334776; PLACE ALAIN 76151 MAROMME;1.039814;49.477774;0.7368649650349649;middle;PLACE ALAIN;MAROMME;76150;76;PLACE ALAIN 76150 MAROMME
2166;0131057D; QUARTIER ;13110;PORT-DE-BOUC;4.991809574741413;43.41064001459606; QUARTIER  13110 PORT-DE-BOUC;4.980072;43.416172;0.5051547058823529;middle;QRT MILAN;PORT-DE-BOUC;13110;13;QRT MILAN 13110 PORT-DE-BOUC
2177;0370103L; PLACE DE LA MAIRIE;37700;SAINT-PIERRE-DES-CORPS;0.718660240401859;47.39040302814602; PLACE DE LA MAIRIE 37700 SAINT-PIERRE-DES-CORPS;0.732171;47.394276;0.6833315384615385;middle;RUE DE LA CERISAIE;SAINT-PIERRE-DES-CORPS;37700;37;RUE DE LA CERISAIE 37700 SAINT-PIERRE-DES-CORPS
2178;0711112Y;7 RUE SAINT GERMAIN;71400;AUTUN;4.295461875789683;46.949285450669954;7 RUE SAINT GERMAIN 71400 AUTUN;4.295462;46.949285;0.9581263636363635;high;7 RUE SAINT GERMAIN;AUTUN;71400;71;7 RUE SAINT GERMAIN 71400 AUTUN
2189;0290069T;6 RUE BOURG LES BOURGS;29191;QUIMPER;-4.112809981290102;47.99387294284512;6 RUE BOURG LES BOURGS 29191 QUIMPER;-3.970854;48.225016;0.3773490909090909;low;6 RUE DE QUIMPER;PLEYBEN;29190;29;6 RUE DE QUIMPER 29190 PLEYBEN
2260;0422242J; ROUTE DU BREAT;42100;SAINT-ETIENNE;4.27159014690262;45.45016983889674; ROUTE DU BREAT 42100 SAINT-ETIENNE;4.388771;45.418031;0.5701219580419581;middle;RUE DU MONT;SAINT-ÉTIENNE;42100;42;RUE DU MONT 42100 SAINT-ÉTIENNE
2290;0421589Z;3 RUE DU CHEMIN DE FER;42400;SAINT-CHAMOND;4.502910308920665;45.46347705063345;3 RUE DU CHEMIN DE FER 42400 SAINT-CHAMOND;4.502923;45.463146;0.9579981818181817;high;3 RUE DU CHEMIN DE FER;SAINT-CHAMOND;42400;42;3 RUE DU CHEMIN DE FER 42400 SAINT-CHAMOND
2292;0490480F;2 ALLEE DE L ECOLE;49150;BAUGÉ-EN-ANJOU;-0.0714799083174143;47.62388176092899;2 ALLEE DE L ECOLE 49150 BAUGÉ-EN-ANJOU;-0.119885;47.532477;0.5515296694214876;middle;2 RUE DES ÉCOLES (LE VIEIL-BAUGÉ);BAUGÉ-EN-ANJOU;49150;49;2 RUE DES ÉCOLES (LE VIEIL-BAUGÉ) 49150 BAUGÉ-EN-ANJOU
2329;0050135V;48 ROUTE DE SAINTE MARGUERITE;5000;GAP;6.075309483250793;44.547842768367445;48 ROUTE DE SAINTE MARGUERITE 5000 GAP;6.073713;44.5374;0.7577222377622377;middle;ROUTE DE SAINTE-MARGUERITE;GAP;05000;05;ROUTE DE SAINTE-MARGUERITE 05000 GAP
2334;0121256A;8 BOULEVARD E BOREL;12401;SAINT-AFFRIQUE;2.8891803551269035;43.95715667403702;8 BOULEVARD E BOREL 12401 SAINT-AFFRIQUE;2.889179;43.957157;0.7268936363636362;middle;8 BOULEVARD EMILE BOREL;SAINT-AFFRIQUE;12400;12;8 BOULEVARD EMILE BOREL 12400 SAINT-AFFRIQUE
2370;0340535X; RUE DE LA LAVANDE;34070;MONTPELLIER;3.882300071175637;43.59832515317632; RUE DE LA LAVANDE 34070 MONTPELLIER;3.880717;43.598943;0.7942218181818181;middle;RUE DE LA LAVANDE;MONTPELLIER;34000;34;RUE DE LA LAVANDE 34000 MONTPELLIER
2380;0622805M; BOULEVARD DE LA LIBERTE;62480;LE PORTEL;1.5811703944905782;50.70559266687923; BOULEVARD DE LA LIBERTE 62480 LE PORTEL;1.59113;50.71578;0.9543227272727272;high;BOULEVARD DE LA LIBERTE;LE PORTEL;62480;62;BOULEVARD DE LA LIBERTE 62480 LE PORTEL
2433;0132697L; RUE ROBERT DESNOS;13500;MARTIGUES;5.047439917287038;43.41975477426657; RUE ROBERT DESNOS 13500 MARTIGUES;5.05709;43.401953;0.6161677033492823;middle;RUE ROBERT DAUGEY;MARTIGUES;13500;13;RUE ROBERT DAUGEY 13500 MARTIGUES
2441;0781027T;29 RUE SAINT LOUIS;78000;VERSAILLES;2.1280081008464995;48.794386136071616;29 RUE SAINT LOUIS 78000 VERSAILLES;2.128008;48.794386;0.9735736363636364;high;29 RUE SAINT LOUIS;VERSAILLES;78000;78;29 RUE SAINT LOUIS 78000 VERSAILLES
2455;0870256F;18 RUE DU PUY LAS RODAS;87100;LIMOGES;1.2378151832083215;45.82747066373654;18 RUE DU PUY LAS RODAS 87100 LIMOGES;1.237815;45.827471;0.800172870813397;middle;18 RUE DU PUY LAS RODAS;LIMOGES;87000;87;18 RUE DU PUY LAS RODAS 87000 LIMOGES
2466;0694314P;4 RUE CRONSTADT;69007;LYON 7E  ARRONDISSEMENT;4.827745511132719;45.75243083379912;4 RUE CRONSTADT 69007 LYON 7E  ARRONDISSEMENT;4.849952;45.740876;0.49717818181818174;middle;RUE DE CRONSTADT;LYON;69007;69;RUE DE CRONSTADT 69007 LYON
2468;0950738L;10 RUELLE DU MOULIN;95130;FRANCONVILLE;2.2234491656713344;48.99350924453712;10 RUELLE DU MOULIN 95130 FRANCONVILLE;2.233494;48.986434;0.9663981818181817;high;10 RUELLE DU MOULIN;FRANCONVILLE;95130;95;10 RUELLE DU MOULIN 95130 FRANCONVILLE
2476;0840681J; QUARTIER ;84800;L'ISLE-SUR-LA-SORGUE;5.049532805580092;43.89796920185137; QUARTIER  84800 L'ISLE-SUR-LA-SORGUE;5.062043;43.930062;0.7055176623376623;middle;QUARTIER LA RODE;L ISLE-SUR-LA-SORGUE;84800;84;QUARTIER LA RODE 84800 L ISLE-SUR-LA-SORGUE
2520;0560053D;79 AVENUE DE LA MARNE;56017;VANNES;-2.78346856740874;47.659698821599086;79 AVENUE DE LA MARNE 56017 VANNES;-2.756507;47.884667;0.1996518181818182;low;LANN FAVEN;BIGNAN;56500;56;LANN FAVEN 56500 BIGNAN
2532;0220204C;1 RUE DES ECOLES;22400;LAMBALLE-ARMOR;-2.429892981588808;48.46589161425011;1 RUE DES ECOLES 22400 LAMBALLE-ARMOR;-2.572696;48.534687;0.8263736363636363;middle;RUE DES ECOLES;LAMBALLE-ARMOR;22400;22;RUE DES ECOLES 22400 LAMBALLE-ARMOR
2537;0900004R;3 RUE LOUIS MARCHAL;90016;BELFORT;6.8453121355040345;47.63803926231722;3 RUE LOUIS MARCHAL 90016 BELFORT;6.845312;47.638039;0.7266702597402597;middle;3 RUE LOUIS MARCHAL;BELFORT;90000;90;3 RUE LOUIS MARCHAL 90000 BELFORT
2560;0132553E; ROUTE PORT SAINT LOUIS BARRIOL;13200;ARLES;4.62111119500352;43.66983606191384; ROUTE PORT SAINT LOUIS BARRIOL 13200 ARLES;4.6295;43.643044;0.5568594168096054;middle;ROUTE DE PORT SAINT LOUIS DU RHÔNE;ARLES;13200;13;ROUTE DE PORT SAINT LOUIS DU RHÔNE 13200 ARLES
2564;0831003P; PLACE SAINT JEAN;83700;SAINT-RAPHAËL;6.806999688010211;43.41651143489759; PLACE SAINT JEAN 83700 SAINT-RAPHAËL;6.807634;43.416612;0.7135247671840355;middle;ESPLANADE SAINT JEAN;SAINT-RAPHAËL;83700;83;ESPLANADE SAINT JEAN 83700 SAINT-RAPHAËL
2566;0030081X;4 RUE ACHILLE ROCHE;3008;MOULINS;3.329049425274815;46.5629787950239;4 RUE ACHILLE ROCHE 3008 MOULINS;3.328762;46.563087;0.7365779178885631;middle;4 RUE ACHILLE ROCHE;MOULINS;03000;03;4 RUE ACHILLE ROCHE 03000 MOULINS
2575;0312749V; LIEU DIT DIT LA BOULBENE;31190;AUTERIVE;1.4432905607281;43.3551088171916; LIEU DIT DIT LA BOULBENE 31190 AUTERIVE;1.443481;43.373032;0.4491663636363636;middle;LIEU DIT MOLLES;AUTERIVE;31190;31;LIEU DIT MOLLES 31190 AUTERIVE
2599;0290863F;2 RUE DU COMMANDANT TISSOT;29200;BREST;-4.44878031392776;48.39951059360714;2 RUE DU COMMANDANT TISSOT 29200 BREST;-4.483395;48.403394;0.8123509336609337;middle;2 RUE COMMANDANT TISSOT;BREST;29200;29;2 RUE COMMANDANT TISSOT 29200 BREST
2617;0291798X;275 RUE DE BRETAGNE;29280;PLOUZANÉ;-4.584179070817931;48.37636477723871;275 RUE DE BRETAGNE 29280 PLOUZANÉ;-4.612599;48.379009;0.5977609090909091;middle;275 RUE DE L AULNE;PLOUZANÉ;29280;29;275 RUE DE L AULNE 29280 PLOUZANÉ
2618;0133897R;436 CHEMIN DE LA CHAPELLE;13300;SALON-DE-PROVENCE;5.059190141759417;43.643627748606285;436 CHEMIN DE LA CHAPELLE 13300 SALON-DE-PROVENCE;5.0596;43.64272;0.9670527272727272;high;436 CHEMIN DE LA CHAPELLE;SALON-DE-PROVENCE;13300;13;436 CHEMIN DE LA CHAPELLE 13300 SALON-DE-PROVENCE
2662;0131271L;48 CHEMIN DES AYGALADES;13014;MARSEILLE 14E  ARRONDISSEMENT;5.367349442367924;43.33711364178552;48 CHEMIN DES AYGALADES 13014 MARSEILLE 14E  ARRONDISSEMENT;5.390799;43.33777;0.5187733014354068;middle;MARSEILLE 14E ARRONDISSEMENT;MARSEILLE 14E ARRONDISSEMENT;13014;13;MARSEILLE 14E ARRONDISSEMENT
2690;0931764M;6 RUE SAINT LOUIS;93500;PANTIN;2.418140466498763;48.891413265246925;6 RUE SAINT LOUIS 93500 PANTIN;2.41814;48.891413;0.966740909090909;high;6 RUE SAINT - LOUIS;PANTIN;93500;93;6 RUE SAINT - LOUIS 93500 PANTIN
2691;0133005W; QUARTIER ;13480;CABRIÈS;5.344833211954116;43.435848828289686; QUARTIER  13480 CABRIÈS;5.374995;43.460327;0.6127536363636363;middle;QUARTIER REBOULON;CABRIÈS;13480;13;QUARTIER REBOULON 13480 CABRIÈS
2705;0596949H;9 RUE DES CHAMPS;59920;QUIÉVRECHAIN;3.667010680538353;50.39045661974273;9 RUE DES CHAMPS 59920 QUIÉVRECHAIN;3.667471;50.390744;0.9558990909090908;high;9 RUE DES CHAMPS;QUIÉVRECHAIN;59920;59;9 RUE DES CHAMPS 59920 QUIÉVRECHAIN
2707;0593828R;25 RUE COLBERT;59000;LILLE;3.0492405720640425;50.62823346581945;25 RUE COLBERT 59000 LILLE;3.047689;50.627831;0.7727524242424243;middle;25 RUE COLBERT;LILLE;59800;59;25 RUE COLBERT 59800 LILLE
2727;0632021E;127 RUE DU DOCTEUR HOSPITAL;63000;CLERMONT-FERRAND;3.0880580818524472;45.79549135652975;127 RUE DU DOCTEUR HOSPITAL 63000 CLERMONT-FERRAND;3.088006;45.795465;0.7768541711229947;middle;127 RUE DOCTEUR HOSPITAL;CLERMONT-FERRAND;63100;63;127 RUE DOCTEUR HOSPITAL 63100 CLERMONT-FERRAND
2728;0660049V;41 PLACE JEAN MOULIN;66000;PERPIGNAN;2.8994341863692275;42.696803654453234;41 PLACE JEAN MOULIN 66000 PERPIGNAN;2.899434;42.696804;0.9644981818181817;high;41 PLACE JEAN MOULIN;PERPIGNAN;66000;66;41 PLACE JEAN MOULIN 66000 PERPIGNAN
2731;0491951E;10 RUE SAINT DENIS;49700;DOUÉ-EN-ANJOU;-0.2779796171639762;47.19527419072796;10 RUE SAINT DENIS 49700 DOUÉ-EN-ANJOU;-0.27772;47.194785;0.9564754545454544;high;10 RUE SAINT-DENIS;DOUÉ-EN-ANJOU;49700;49;10 RUE SAINT-DENIS 49700 DOUÉ-EN-ANJOU
2741;0782441E;19 RUE BLAISE PASCAL;78300;POISSY;2.0309504715044864;48.91859963099864;19 RUE BLAISE PASCAL 78300 POISSY;2.030536;48.918987;0.6957309090909091;middle;19 RUE PASCAL;POISSY;78300;78;19 RUE PASCAL 78300 POISSY
2772;0131644S;22 RUE MARATHON;13013;MARSEILLE 13E  ARRONDISSEMENT;5.412620415854628;43.32629677908978;22 RUE MARATHON 13013 MARSEILLE 13E  ARRONDISSEMENT;5.429033;43.340303;0.5979776808905379;middle;MARSEILLE 13E ARRONDISSEMENT;MARSEILLE 13E ARRONDISSEMENT;13013;13;MARSEILLE 13E ARRONDISSEMENT
2777;0260066F;3 RUE GEORGES BERNARD;26106;ROMANS-SUR-ISÈRE;5.040706521207118;45.046828160556124;3 RUE GEORGES BERNARD 26106 ROMANS-SUR-ISÈRE;5.041395;45.045978;0.8025381818181817;middle;3 RUE GEORGES BERNARD;ROMANS-SUR-ISÈRE;26100;26;3 RUE GEORGES BERNARD 26100 ROMANS-SUR-ISÈRE
2778;0595058C; ALLEE DU TAMBOURIN;59650;VILLENEUVE-D'ASCQ;3.1472100165693027;50.61488543688938; ALLEE DU TAMBOURIN 59650 VILLENEUVE-D'ASCQ;3.150966;50.612976;0.66199;middle;ALLEE DU TRIEZ;VILLENEUVE-D ASCQ;59650;59;ALLEE DU TRIEZ 59650 VILLENEUVE-D ASCQ
2792;0693575L;13 AVENUE JEAN MOULIN;69120;VAULX-EN-VELIN;4.914874324344106;45.78956343805625;13 AVENUE JEAN MOULIN 69120 VAULX-EN-VELIN;4.914874;45.789563;0.9660381818181818;high;13 AVENUE JEAN MOULIN;VAULX-EN-VELIN;69120;69;13 AVENUE JEAN MOULIN 69120 VAULX-EN-VELIN
2811;0221217D;22 RUE DE L EGLISE;22190;PLÉRIN;-2.73102940562326;48.539503283331605;22 RUE DE L EGLISE 22190 PLÉRIN;-2.731117;48.539808;0.965420909090909;high;22 RUE DE L EGLISE;PLÉRIN;22190;22;22 RUE DE L EGLISE 22190 PLÉRIN
2816;0301225U; ROUTE DE SAINT GILLES;30129;MANDUEL;4.468340160523008;43.8011729964282; ROUTE DE SAINT GILLES 30129 MANDUEL;4.469438;43.815356;0.7327390909090908;middle;RUE DE SAINT GILLES;MANDUEL;30129;30;RUE DE SAINT GILLES 30129 MANDUEL
2819;0594950K;145 RUE DU 145 EME RI;59600;MAUBEUGE;3.976117909448894;50.27892559324433;145 RUE DU 145 EME RI 59600 MAUBEUGE;3.978061;50.278987;0.41173025078369907;middle;RÉSIDENCE IOS LA JOYEUSE RUE 145 RI;MAUBEUGE;59600;59;RÉSIDENCE IOS LA JOYEUSE RUE 145 RI 59600 MAUBEUGE
2856;0790399E; RUE DE LA GARE;79400;SAINT-MAIXENT-L'ECOLE;-0.2034476510380986;46.40658029130163; RUE DE LA GARE 79400 SAINT-MAIXENT-L'ECOLE;-0.203448;46.40658;0.9544854545454544;high;RUE DE LA GARE;SAINT-MAIXENT-L ÉCOLE;79400;79;RUE DE LA GARE 79400 SAINT-MAIXENT-L ÉCOLE
2866;0320404R;8 RUE DU 88 EME;32000;AUCH;0.5974096469165077;43.637820381586;8 RUE DU 88 EME 32000 AUCH;0.597756;43.638015;0.7829809090909089;middle;8 RUE DU 88 IEME;AUCH;32000;32;8 RUE DU 88 IEME 32000 AUCH
2867;0061431Y; CHEMIN DE SAINT CLAUDE;6600;ANTIBES;7.110510441890445;43.59396437994232; CHEMIN DE SAINT CLAUDE 6600 ANTIBES;7.099705;43.599323;0.8174199999999998;middle;CHEMIN DE SAINT CLAUDE;ANTIBES;06600;06;CHEMIN DE SAINT CLAUDE 06600 ANTIBES
2868;0594881K;16 RUE VANTROYEN;59000;LILLE;3.084840391287406;50.63901029289493;16 RUE VANTROYEN 59000 LILLE;3.084529;50.639103;0.7744464263322883;middle;16 RUE VANTROYEN;LILLE;59800;59;16 RUE VANTROYEN 59800 LILLE
2883;0580618G; PLACE ELSA TRIOLET;58160;IMPHY;3.2656897321516887;46.93041143688357; PLACE ELSA TRIOLET 58160 IMPHY;2.549019;48.943942;0.5352647335423196;middle;PLACE ELSA TRIOLET;SEVRAN;93270;93;PLACE ELSA TRIOLET 93270 SEVRAN
2902;0741285V;97 IMPASSE DU CRET D ESTY;74650;CHAVANOD;6.14189482127236;45.91421548997068;97 IMPASSE DU CRET D ESTY 74650 CHAVANOD;6.057622;45.88614;0.7913338461538462;middle;IMPASSE DU CRÊT D ESTY;CHAVANOD;74650;74;IMPASSE DU CRÊT D ESTY 74650 CHAVANOD
2905;0741180F;17 RUE D ALERY;74960;ANNECY;6.118870197107482;45.89931994299063;17 RUE D ALERY 74960 ANNECY;6.140408;45.917871;0.6653790909090909;middle;GRANDE RUE D ALERY;ANNECY;74960;74;GRANDE RUE D ALERY 74960 ANNECY
2930;0133061G; AVENUE DE BRETAGNE;13300;SALON-DE-PROVENCE;5.097589689262608;43.65300003061642; AVENUE DE BRETAGNE 13300 SALON-DE-PROVENCE;5.096354;43.652213;0.6579870599613152;middle;AVENUE DE GASCOGNE;SALON-DE-PROVENCE;13300;13;AVENUE DE GASCOGNE 13300 SALON-DE-PROVENCE
2946;0080048J;1 PLACE DU CHATEAU;8201;SEDAN;4.946929808230691;49.70306086966944;1 PLACE DU CHATEAU 8201 SEDAN;4.946932;49.703061;0.7220915584415585;middle;1 PLACE DU CHÂTEAU;SEDAN;08200;08;1 PLACE DU CHÂTEAU 08200 SEDAN
2961;0491056G;2 RUE DE LA MAIRIE;49150;BAUGÉ-EN-ANJOU;-0.1705203387239548;47.55104967758421;2 RUE DE LA MAIRIE 49150 BAUGÉ-EN-ANJOU;-0.082394;47.50701;0.7208047826086956;middle;2 RUE DE LA MAIRIE DE BOCÉ;BAUGÉ-EN-ANJOU;49150;49;2 RUE DE LA MAIRIE DE BOCÉ 49150 BAUGÉ-EN-ANJOU
2999;0340955D;125 RUE CANTEGRIL;34000;MONTPELLIER;3.847929799069605;43.61804035941584;125 RUE CANTEGRIL 34000 MONTPELLIER;3.832255;43.605758;0.5353260330578513;middle;125 RUE JEAN BIMAR;MONTPELLIER;34000;34;125 RUE JEAN BIMAR 34000 MONTPELLIER
3014;0061188J; RUE HONORE DE BALZAC;6150;CANNES;6.964669380923581;43.56908204294258; RUE HONORE DE BALZAC 6150 CANNES;-2.764714;47.641029;0.651575867768595;middle;RUE HONORE DE BALZAC;VANNES;56000;56;RUE HONORE DE BALZAC 56000 VANNES
3017;0781904W; PLACE FRANCOIS RABELAIS;78042;GUYANCOURT;2.0497194097620253;48.78460328356721; PLACE FRANCOIS RABELAIS 78042 GUYANCOURT;2.233614;48.946642;0.5173939160839159;middle;PLACE FRANCOIS RABELAIS;ARGENTEUIL;95100;95;PLACE FRANCOIS RABELAIS 95100 ARGENTEUIL
3034;0624011Y;1 RUE ER BANC MARAIS DE GUINES;62340;GUÎNES;1.881009363511157;50.891131308777005;1 RUE ER BANC MARAIS DE GUINES 62340 GUÎNES;1.865447;50.867813;0.4650595867768595;middle;RUE DU MARAIS;GUÎNES;62340;62;RUE DU MARAIS 62340 GUÎNES
3044;0441149K;3 PLACE CHAPELLE ND LA BLANCHE;44350;GUÉRANDE;-2.4306794811276453;47.32741751049833;3 PLACE CHAPELLE ND LA BLANCHE 44350 GUÉRANDE;-2.465434;47.336624;0.46145424860853423;middle;LA ROUTE BLANCHE;GUÉRANDE;44350;44;LA ROUTE BLANCHE 44350 GUÉRANDE
3050;0340535X; RUE DE LA LAVANDE;34070;MONTPELLIER;3.882300071175637;43.59832515317632; RUE DE LA LAVANDE 34070 MONTPELLIER;3.880717;43.598943;0.7942218181818181;middle;RUE DE LA LAVANDE;MONTPELLIER;34000;34;RUE DE LA LAVANDE 34000 MONTPELLIER
3130;7200211S;24 ROUTE DE SANTORE;20260;CALVI;8.753809526776736;42.56050242323602;24 ROUTE DE SANTORE 20260 CALVI;8.7708;42.556453;0.5302736363636363;middle;SANTORE;CALVI;20260;2B;SANTORE 20260 CALVI
3134;0831385E; IMPASSE DES CHERUBINS;83200;TOULON;5.919059781773662;43.12954641203594; IMPASSE DES CHERUBINS 83200 TOULON;5.89047;43.154416;0.6035847846889952;middle;IMPASSE DES CYSTES;TOULON;83200;83;IMPASSE DES CYSTES 83200 TOULON
3155;0132428U; ALLEE DES PLATANES;13011;MARSEILLE 11E  ARRONDISSEMENT;5.430010620155493;43.29028633016667; ALLEE DES PLATANES 13011 MARSEILLE 11E  ARRONDISSEMENT;5.475446;43.296535;0.5640553146853146;middle;MARSEILLE 11E ARRONDISSEMENT;MARSEILLE 11E ARRONDISSEMENT;13011;13;MARSEILLE 11E ARRONDISSEMENT
3177;0451437T;6 RUE DES ANCIENS COMBATTANTS EN AFN;45100;ORLÉANS;1.90240934879186;47.886905078988256;6 RUE DES ANCIENS COMBATTANTS EN AFN 45100 ORLÉANS;1.932254;47.820031;0.6249526573426573;middle;6 RUE DES ANCIENS COMBATTANTS EN AFRIQUE DU NORD;ORLÉANS;45000;45;6 RUE DES ANCIENS COMBATTANTS EN AFRIQUE DU NORD 45000 ORLÉANS
3201;0541476L; RUE DE LA CROIX SAINT CLAUDE;54100;NANCY;6.138330428338978;48.692072199209306; RUE DE LA CROIX SAINT CLAUDE 54100 NANCY;6.15405;48.705641;0.34993105812220565;low;RUE JEAN-CLAUDE-NICOLAS FORESTIER;NANCY;54100;54;RUE JEAN-CLAUDE-NICOLAS FORESTIER 54100 NANCY
3291;0772243V; PLACE D ANYAMA;77347;PONTAULT-COMBAULT;2.599490220817385;48.7874049161568; PLACE D ANYAMA 77347 PONTAULT-COMBAULT;2.613666;48.793625;0.48592747035573125;middle;RUE DANTON;PONTAULT-COMBAULT;77340;77;RUE DANTON 77340 PONTAULT-COMBAULT
3294;0850032Y;78 AVENUE DE BRETAGNE;85108;LES SABLES-D'OLONNE;-1.7774698092823549;46.50544816259638;78 AVENUE DE BRETAGNE 85108 LES SABLES-D'OLONNE;-1.731029;46.484785;0.5793472727272727;middle;78 AVENUE DE TALMONT;LES SABLES-D OLONNE;85180;85;78 AVENUE DE TALMONT 85180 LES SABLES-D OLONNE
3305;0130409Z; PLACE JEAN JAURES;13220;CHÂTEAUNEUF-LES-MARTIGUES;5.166269778999916;43.3821713268424; PLACE JEAN JAURES 13220 CHÂTEAUNEUF-LES-MARTIGUES;5.168214;43.389662;0.6063254545454545;middle;JAUME;CHÂTEAUNEUF-LES-MARTIGUES;13220;13;JAUME 13220 CHÂTEAUNEUF-LES-MARTIGUES
3307;0332619T;16 RUE I ET F JOLIOT CURIE;33130;BÈGLES;-0.5456708484638306;44.80114199292861;16 RUE I ET F JOLIOT CURIE 33130 BÈGLES;-0.644755;45.1252;0.6076928603104214;middle;16 RUE F ET I JOLIOT CURIE;BLAYE;33390;33;16 RUE F ET I JOLIOT CURIE 33390 BLAYE
3311;0940906Z;7 RUE OLYMPE DE GOUGES;94240;L'HAŸ-LES-ROSES;2.355978248103338;48.7754001844134;7 RUE OLYMPE DE GOUGES 94240 L'HAŸ-LES-ROSES;2.326183;48.773332;0.602692746615087;middle;7 RUE DES ROUX;L HAŸ-LES-ROSES;94240;94;7 RUE DES ROUX 94240 L HAŸ-LES-ROSES
3319;0420852Y;1 RUE DES RIVES D ONZON;42350;LA TALAUDIÈRE;4.436179986809898;45.482783894153314;1 RUE DES RIVES D ONZON 42350 LA TALAUDIÈRE;4.413783;45.471864;0.5186709090909091;middle;1 ALLEE DE L’ONZON;LA TALAUDIÈRE;42350;42;1 ALLEE DE L’ONZON 42350 LA TALAUDIÈRE
3340;0891060U; PLACE DE L ILE DE FRANCE;89000;AUXERRE;3.583530280989782;47.78207082548936; PLACE DE L ILE DE FRANCE 89000 AUXERRE;3.58353;47.782071;0.9644236363636364;high;PLACE DE L ILE DE FRANCE;AUXERRE;89000;89;PLACE DE L ILE DE FRANCE 89000 AUXERRE
3364;0301768J; CHEMIN DES HAUTS DE NIMES;30900;NÎMES;4.291770085371295;43.86182597818679; CHEMIN DES HAUTS DE NIMES 30900 NÎMES;4.297139;43.864501;0.9686618181818182;high;CHEMIN DES HAUTS DE NÎMES;NÎMES;30900;30;CHEMIN DES HAUTS DE NÎMES 30900 NÎMES
