;pseudo_provisoire;adresse_cleaned;codepost;nom_commune_postal;longitude_ref;latitude_ref;requete;x;y;score;trust_score;street;city;pc_city;code_dept;address
13872;0383494S;1 ALLEE MARTIN LUTHER KING;38320;EYBENS;5.750140411189965;45.14770685369583;1 ALLEE MARTIN LUTHER KING 38320 EYBENS;5.741261;45.16239;0.9491654545454544;high;1 ALLEE MARTIN LUTHER KING;EYBENS;38320;38;1 ALLEE MARTIN LUTHER KING 38320 EYBENS
13878;0410018X; ROUTE DE LA VALLEE DU LOIR;41100;VENDÔME;1.06534946216792;47.79255588303881; ROUTE DE LA VALLEE DU LOIR 41100 VENDÔME;1.049863;47.802665;0.5459770247933883;middle;ALLEE DE LA VARENNE;VENDÔME;41100;41;ALLEE DE LA VARENNE 41100 VENDÔME
13892;0291676P; RUE DU DOURIC;29500;ERGUÉ-GABÉRIC;-4.028480622566978;47.997236451800966; RUE DU DOURIC 29500 ERGUÉ-GABÉRIC;-4.028671;47.996975;0.9575263636363637;high;RUE DU DOURIC;ERGUÉ-GABÉRIC;29500;29;RUE DU DOURIC 29500 ERGUÉ-GABÉRIC
13896;0622934C; ALLEE DES COLVERTS;62710;COURRIÈRES;2.9582295662173994;50.45419629738564; ALLEE DES COLVERTS 62710 COURRIÈRES;2.958882;50.454521;0.780602457002457;middle;ALLÉE DES COLS - VERTS;COURRIÈRES;62710;62;ALLÉE DES COLS - VERTS 62710 COURRIÈRES
13934;0401048X;230 ROUTE DES LACS;40600;BISCARROSSE;-1.157303525227308;44.415721983785815;230 ROUTE DES LACS 40600 BISCARROSSE;-1.25301;44.444549;0.9652854545454544;high;230 ROUTE DES LACS;BISCARROSSE;40600;40;230 ROUTE DES LACS 40600 BISCARROSSE
13947;0920772P;12 RUE HERAULT;92190;MEUDON;2.237691647723829;48.805500863725165;12 RUE HERAULT 92190 MEUDON;2.237692;48.805501;0.9694163636363635;high;12 RUE HÉRAULT;MEUDON;92190;92;12 RUE HÉRAULT 92190 MEUDON
13958;0132757B;9 RUE DE MARATHON;13013;MARSEILLE 13E  ARRONDISSEMENT;5.41271025779708;43.32714707903651;9 RUE DE MARATHON 13013 MARSEILLE 13E  ARRONDISSEMENT;5.429033;43.340303;0.5763690374331552;middle;MARSEILLE 13E ARRONDISSEMENT;MARSEILLE 13E ARRONDISSEMENT;13013;13;MARSEILLE 13E ARRONDISSEMENT
13980;0780791L;  ;78990;ELANCOURT;1.9619598486899907;48.78017901308596;   78990 ELANCOURT;1.959531;48.779035;0.950280909090909;high;ÉLANCOURT;ÉLANCOURT;78990;78;ÉLANCOURT
13988;0490356W;26 RUE DU 19 MARS 1962;49290;MAUGES-SUR-LOIRE;-0.8368405477683346;47.31210781129577;26 RUE DU 19 MARS 1962 49290 MAUGES-SUR-LOIRE;-0.77607;47.348462;0.4896225974025974;middle;26 RUE DES MAUGES;CHALONNES-SUR-LOIRE;49290;49;26 RUE DES MAUGES 49290 CHALONNES-SUR-LOIRE
13990;0110789Y; AVENUE MONTESQUIEU;11100;NARBONNE;3.0197403344543723;43.193702408920025; AVENUE MONTESQUIEU 11100 NARBONNE;3.021493;43.191562;0.9700918181818182;high;AVENUE MONTESQUIEU;NARBONNE;11100;11;AVENUE MONTESQUIEU 11100 NARBONNE
14014;0541648Y; RUE LAURENT BONNEVAY;54100;NANCY;6.158639725655747;48.70360701987949; RUE LAURENT BONNEVAY 54100 NANCY;-0.482781;46.315577;0.563706275659824;middle;RUE LAURENT BONNEVAY;NIORT;79000;79;RUE LAURENT BONNEVAY 79000 NIORT
14030;0170929T; RUE EMILE COMBES;17440;AYTRÉ;-1.1372095754943463;46.14135144744666; RUE EMILE COMBES 17440 AYTRÉ;-1.136083;46.14111;0.9628818181818181;high;RUE EMILE COMBES;AYTRÉ;17440;17;RUE EMILE COMBES 17440 AYTRÉ
14082;0952234M;120 RUE ADRIEN LEMOINE;95000;PONTOISE;2.071295511762743;49.05077020943288;120 RUE ADRIEN LEMOINE 95000 PONTOISE;2.111736;49.060091;0.7964410526315789;middle;120 RUE ADRIEN LEMOINE;PONTOISE;95300;95;120 RUE ADRIEN LEMOINE 95300 PONTOISE
14136;0570888F; RUE DES ORCHIDEES;57500;SAINT-AVOLD;6.699579700385181;49.13049933826442; RUE DES ORCHIDEES 57500 SAINT-AVOLD;6.69965;49.131028;0.9551736363636363;high;RUE DES ORCHIDEES;SAINT-AVOLD;57500;57;RUE DES ORCHIDEES 57500 SAINT-AVOLD
14141;0351047Y; RUE FERNAND ROBERT;35042;RENNES;-1.7111699381214776;48.131899007420806; RUE FERNAND ROBERT 35042 RENNES;-1.706052;48.131912;0.7329969421487603;middle;RUE FERNAND ROBERT;RENNES;35000;35;RUE FERNAND ROBERT 35000 RENNES
14171;0595702C; RUE DU MOULIN HAUT;59820;GRAVELINES;2.1393006633949443;50.9851899774591; RUE DU MOULIN HAUT 59820 GRAVELINES;2.139953;50.985349;0.9666972727272726;high;RUE DU MOULIN HAUT;GRAVELINES;59820;59;RUE DU MOULIN HAUT 59820 GRAVELINES
14184;0351152M;3 RUE DE L ETANG;35410;CHÂTEAUGIRON;-1.4512697897385984;48.05524304530846;3 RUE DE L ETANG 35410 CHÂTEAUGIRON;-1.498964;48.04831;0.6357801298701299;middle;3 RUE DE L’ORANGERIE;CHÂTEAUGIRON;35410;35;3 RUE DE L’ORANGERIE 35410 CHÂTEAUGIRON
14187;0132697L; RUE ROBERT DESNOS;13500;MARTIGUES;5.047439917287038;43.41975477426657; RUE ROBERT DESNOS 13500 MARTIGUES;5.05709;43.401953;0.6161677033492823;middle;RUE ROBERT DAUGEY;MARTIGUES;13500;13;RUE ROBERT DAUGEY 13500 MARTIGUES
14242;0410693F;23 RUE DES SAINTES MARIES;41034;BLOIS;1.3306483351272371;47.59301819558474;23 RUE DES SAINTES MARIES 41034 BLOIS;1.310811;47.646395;0.40614454545454537;middle;23 RUE DE BLOIS;MAROLLES;41330;41;23 RUE DE BLOIS 41330 MAROLLES
14276;0771172F; RUE ALBERT CAMUS;77333;MEAUX;2.9090469708554823;48.94843462333384; RUE ALBERT CAMUS 77333 MEAUX;2.909047;48.948435;0.6919418181818181;middle;RUE ALBERT CAMUS;MEAUX;77100;77;RUE ALBERT CAMUS 77100 MEAUX
14289;0121331G; ROUTE DE MARCILLAC CANAGUET;12000;ONET-LE-CHÂTEAU;2.566088367137295;44.38316076727303; ROUTE DE MARCILLAC CANAGUET 12000 ONET-LE-CHÂTEAU;2.570625;44.372468;0.4914451674641148;middle;IMPASSE DE CANAGUET;ONET-LE-CHÂTEAU;12850;12;IMPASSE DE CANAGUET 12850 ONET-LE-CHÂTEAU
14360;0260796Z; CHEMIN DE LA MANCHE;26200;MONTÉLIMAR;4.753709758768978;44.56433818287944; CHEMIN DE LA MANCHE 26200 MONTÉLIMAR;4.752039;44.564972;0.966871818181818;high;CHEMIN DE LA MANCHE;MONTÉLIMAR;26200;26;CHEMIN DE LA MANCHE 26200 MONTÉLIMAR
14371;0491271R;3 RUE D ANJOU;49450;SÈVREMOINE;-1.0567105293017682;47.122941219693466;3 RUE D ANJOU 49450 SÈVREMOINE;-1.056699;47.122845;0.6038270401691331;middle;3 RUE D ANJOU (LA RENAUDIÈRE);SÈVREMOINE;49450;49;3 RUE D ANJOU (LA RENAUDIÈRE) 49450 SÈVREMOINE
14419;0491702J;22 RUE NATIONALE;49300;CHOLET;-0.8740696563192943;47.06148015452248;22 RUE NATIONALE 49300 CHOLET;-0.874068;47.06148;0.8307345768025077;middle;22 RUE NATIONALE (CHOLET);CHOLET;49300;49;22 RUE NATIONALE (CHOLET) 49300 CHOLET
14437;0491195H;12 RUE DU JOUSSELIN;49110;MONTREVAULT-SUR-EVRE;-0.961240073251667;47.24417631553899;12 RUE DU JOUSSELIN 49110 MONTREVAULT-SUR-EVRE;-0.985195;47.253552;0.5671754545454545;middle;12 RUE DU JOUSSELIN (LA SALLE-ET-CHAPELLE-AUBRY);MONTREVAULT-SUR-ÈVRE;49110;49;12 RUE DU JOUSSELIN (LA SALLE-ET-CHAPELLE-AUBRY) 49110 MONTREVAULT-SUR-ÈVRE
14443;0141032W; QUARTIER LE BOURG;14110;CONDÉ-EN-NORMANDIE;-0.6066496680475046;48.855630745240056; QUARTIER LE BOURG 14110 CONDÉ-EN-NORMANDIE;-0.545587;48.850829;0.5218866150870406;middle;RUE BOSNY;CONDÉ-EN-NORMANDIE;14110;14;RUE BOSNY 14110 CONDÉ-EN-NORMANDIE
14458;0595058C; ALLEE DU TAMBOURIN;59650;VILLENEUVE-D'ASCQ;3.1472100165693027;50.61488543688938; ALLEE DU TAMBOURIN 59650 VILLENEUVE-D'ASCQ;3.150966;50.612976;0.66199;middle;ALLEE DU TRIEZ;VILLENEUVE-D ASCQ;59650;59;ALLEE DU TRIEZ 59650 VILLENEUVE-D ASCQ
14472;0620062F;320 BOULEVARD DU 8 MAI;62225;CALAIS;1.8360201778438685;50.95670366866296;320 BOULEVARD DU 8 MAI 62225 CALAIS;4.751367;44.556338;0.250850177383592;low;PLACE DU MAI;MONTÉLIMAR;26200;26;PLACE DU MAI 26200 MONTÉLIMAR
14495;0831314C; QUARTIER SAINTE BARBE;83300;DRAGUIGNAN;6.484000402787137;43.53073893999367; QUARTIER SAINTE BARBE 83300 DRAGUIGNAN;6.483389;43.53042;0.66542371007371;middle;SAINTE BARBE;DRAGUIGNAN;83300;83;SAINTE BARBE 83300 DRAGUIGNAN
14511;0631701G; AVENUE DE LA GARE;63430;PONT-DU-CHÂTEAU;3.255659896102622;45.791514445638015; AVENUE DE LA GARE 63430 PONT-DU-CHÂTEAU;3.255399;45.790581;0.965290909090909;high;AVENUE DE LA GARE;PONT-DU-CHÂTEAU;63430;63;AVENUE DE LA GARE 63430 PONT-DU-CHÂTEAU
14535;0932741Z;99 RUE SAINT DENIS;93130;NOISY-LE-SEC;2.4533624275986585;48.89508385294436;99 RUE SAINT DENIS 93130 NOISY-LE-SEC;2.453362;48.895084;0.9710190909090909;high;99 RUE SAINT DENIS;NOISY-LE-SEC;93130;93;99 RUE SAINT DENIS 93130 NOISY-LE-SEC
14545;0592514M;25 RUE LEO LAGRANGE;59150;WATTRELOS;3.1796702535877484;50.7125952856337;25 RUE LEO LAGRANGE 59150 WATTRELOS;4.049419;50.018175;0.5233307371007371;middle;25 RUE LÉO LAGRANGE;FOURMIES;59610;59;25 RUE LÉO LAGRANGE 59610 FOURMIES
14556;0190837G;34 RUE EUGENE DELACROIX;19100;BRIVE-LA-GAILLARDE;1.5077103532266176;45.15508336707627;34 RUE EUGENE DELACROIX 19100 BRIVE-LA-GAILLARDE;1.506991;45.154682;0.9699863636363636;high;34 RUE EUGENE DELACROIX;BRIVE-LA-GAILLARDE;19100;19;34 RUE EUGENE DELACROIX 19100 BRIVE-LA-GAILLARDE
14580;0240293N; RUE LEO LAGRANGE;24120;TERRASSON-LAVILLEDIEU;1.29362375794267;45.13288835543417; RUE LEO LAGRANGE 24120 TERRASSON-LAVILLEDIEU;1.292899;45.132593;0.7775475628626691;middle;AVENUE LÉO LAGRANGE;TERRASSON-LAVILLEDIEU;24120;24;AVENUE LÉO LAGRANGE 24120 TERRASSON-LAVILLEDIEU
14584;0331466P; RUE JEAN GIONO;33700;MÉRIGNAC;-0.6483234737251388;44.85185428016866; RUE JEAN GIONO 33700 MÉRIGNAC;-0.648785;44.851973;0.9667199999999998;high;RUE JEAN GIONO;MÉRIGNAC;33700;33;RUE JEAN GIONO 33700 MÉRIGNAC
14596;0131856X; AVENUE SAINT PAUL;13013;MARSEILLE 13E  ARRONDISSEMENT;5.408480074127892;43.32666538405065; AVENUE SAINT PAUL 13013 MARSEILLE 13E  ARRONDISSEMENT;5.429033;43.340303;0.5763690374331552;middle;MARSEILLE 13E ARRONDISSEMENT;MARSEILLE 13E ARRONDISSEMENT;13013;13;MARSEILLE 13E ARRONDISSEMENT
14600;0801445L;20 RUE WOLGAND AMADEUS MOZART;80201;PÉRONNE;2.925150324422046;49.93093246322551;20 RUE WOLGAND AMADEUS MOZART 80201 PÉRONNE;1.355207;44.042869;0.5298742857142856;middle;20 RUE WOLFGANG AMADEUS MOZART;MONTAUBAN;82000;82;20 RUE WOLFGANG AMADEUS MOZART 82000 MONTAUBAN
14611;0920854D;7 RUE DE VENDEE;92140;CLAMART;2.250891810548695;48.78658697866545;7 RUE DE VENDEE 92140 CLAMART;2.250892;48.786587;0.9608745454545453;high;7 RUE DE VENDÉE;CLAMART;92140;92;7 RUE DE VENDÉE 92140 CLAMART
14628;0491276W;23 RUE DE BRETAGNE;49230;SÈVREMOINE;-1.1888470892049972;47.09928746777059;23 RUE DE BRETAGNE 49230 SÈVREMOINE;-1.188776;47.099247;0.5647878512396695;middle;23 RUE DE BRETAGNE (ST CRESPIN-SUR-MOINE);SÈVREMOINE;49230;49;23 RUE DE BRETAGNE (ST CRESPIN-SUR-MOINE) 49230 SÈVREMOINE
14632;0681747E;14 RUE DE VILLAGE NEUF;68301;SAINT-LOUIS;7.554435176844445;47.59987803011292;14 RUE DE VILLAGE NEUF 68301 SAINT-LOUIS;-1.315446;47.496938;0.34513338842975205;low;14 SAINT LOUIS;RIAILLÉ;44440;44;14 SAINT LOUIS 44440 RIAILLÉ
14692;0492342E; SQUARE BALZAC;49400;SAUMUR;-0.0792899347847507;47.25183326974741; SQUARE BALZAC 49400 SAUMUR;-0.080288;47.252663;0.5979918181818181;middle;AVENUE BALZAC;SAUMUR;49400;49;AVENUE BALZAC 49400 SAUMUR
14697;0756436N;19 RUE FRIANT;75014;PARIS 14E  ARRONDISSEMENT;2.3848990133957697;48.874615877255216;19 RUE FRIANT 75014 PARIS 14E  ARRONDISSEMENT;2.324089;48.825198;0.5228278012684989;middle;19 RUE FRIANT;PARIS;75014;75;19 RUE FRIANT 75014 PARIS
14704;0940504M;2 ALLEE DE LA COTE D OR;94000;CRÉTEIL;2.47215614311869;48.775998760988365;2 ALLEE DE LA COTE D OR 94000 CRÉTEIL;2.472156;48.775999;0.9642218181818181;high;2 ALLÉE DE LA CÔTE D OR;CRÉTEIL;94000;94;2 ALLÉE DE LA CÔTE D OR 94000 CRÉTEIL
14727;0021481Z; RUE LIEBERT;2000;LAON;3.626930478100048;49.55009943939596; RUE LIEBERT 2000 LAON;3.639006;49.563076;0.6317730303030303;middle;RUE RENÉ LIÉBERT;LAON;02000;02;RUE RENÉ LIÉBERT 02000 LAON
14743;0370688X;63 RUE DU COLOMBIER;37074;TOURS;0.7028001280708099;47.41789701104892;63 RUE DU COLOMBIER 37074 TOURS;-1.16296;46.166087;0.39120475935828875;low;RUE COLOMBIER;LA ROCHELLE;17000;17;RUE COLOMBIER 17000 LA ROCHELLE
14757;0950256M;4  ANTOINE DE ST EXUPERY;95520;OSNY;2.047959963697642;49.0624895944644;4  ANTOINE DE ST EXUPERY 95520 OSNY;2.384965;48.772178;0.506950082644628;middle;4 RUE ANTOINE DE SAINT-EXUPÉRY;THIAIS;94320;94;4 RUE ANTOINE DE SAINT-EXUPÉRY 94320 THIAIS
14763;0291105U; PLACE DU CHATEAU;29671;MORLAIX;-3.82630933504932;48.57395580559768; PLACE DU CHATEAU 29671 MORLAIX;-3.825506;48.574902;0.7128509090909091;middle;PLACE DU CHÂTEAU;MORLAIX;29600;29;PLACE DU CHÂTEAU 29600 MORLAIX
14771;0860499A;116 RUE ;86000;POITIERS;0.3479231392370602;46.58215496176649;116 RUE  86000 POITIERS;0.347923;46.582155;0.7068036363636364;middle;116 GRAND RUE;POITIERS;86000;86;116 GRAND RUE 86000 POITIERS
14785;0931492S;5 CHEMIN DE MEAUX;93220;GAGNY;2.558450857205455;48.87822189413382;5 CHEMIN DE MEAUX 93220 GAGNY;2.558451;48.878222;0.7250677005347593;middle;5 VIEUX CHEMIN DE MEAUX;GAGNY;93220;93;5 VIEUX CHEMIN DE MEAUX 93220 GAGNY
14807;0271633D;7 RUE DE LA GARE;27400;LOUVIERS;1.1760493108545604;49.21611645027766;7 RUE DE LA GARE 27400 LOUVIERS;1.176049;49.216116;0.9607881818181817;high;7 RUE DE LA GARE;LOUVIERS;27400;27;7 RUE DE LA GARE 27400 LOUVIERS
14867;0871024R; AVENUE GUNTER KOCH;87170;ISLE;1.2184795743500034;45.80617690957068; AVENUE GUNTER KOCH 87170 ISLE;1.171019;45.793743;0.41103790209790203;middle;AVENUE DE MÉRIGNAC;ISLE;87170;87;AVENUE DE MÉRIGNAC 87170 ISLE
14953;0133822J; CHEMIN DU PUITS;13420;GÉMENOS;5.61787281633418;43.28476958119997; CHEMIN DU PUITS 13420 GÉMENOS;5.618959;43.284587;0.9592890909090909;high;CHEMIN DU PUITS;GÉMENOS;13420;13;CHEMIN DU PUITS 13420 GÉMENOS
14990;0660225L; RUE FRANCOIS FENELON;66000;PERPIGNAN;2.911125167816339;42.68931823552769; RUE FRANCOIS FENELON 66000 PERPIGNAN;2.911125;42.689318;0.7866660933660933;middle;RUE FRANCOIS FENELON;PERPIGNAN;66100;66;RUE FRANCOIS FENELON 66100 PERPIGNAN
15025;0660856X;2 AVENUE JEAN MOULIN;66141;CANET-EN-ROUSSILLON;3.0275534429153588;42.7021403534779;2 AVENUE JEAN MOULIN 66141 CANET-EN-ROUSSILLON;3.000449;42.700353;0.5733334965034964;middle;2 AVENUE MOZART;CANET-EN-ROUSSILLON;66140;66;2 AVENUE MOZART 66140 CANET-EN-ROUSSILLON
15026;0441522R; RUE DE LA GIRONDE;44800;SAINT-HERBLAIN;-1.6127505561047564;47.21072580503508; RUE DE LA GIRONDE 44800 SAINT-HERBLAIN;-1.613985;47.210307;0.9613372727272727;high;RUE DE LA GIRONDE;SAINT-HERBLAIN;44800;44;RUE DE LA GIRONDE 44800 SAINT-HERBLAIN
15073;0561522A; RUE GOUVION SAINT CYR;56380;GUER;-2.130929503167726;47.93706301981575; RUE GOUVION SAINT CYR 56380 GUER;-2.138225;47.947976;0.5737454545454546;middle;AVENUE MAL GOUVION ST CYR;GUER;56380;56;AVENUE MAL GOUVION ST CYR 56380 GUER
15133;0070977Z;3 ROND POINT POINT DES ECOLES;7203;AUBENAS;4.394070596847391;44.61776027761238;3 ROND POINT POINT DES ECOLES 7203 AUBENAS;-2.31844;47.25468;0.4398994456762749;middle;ROND POINT DES ECOLES;PORNICHET;44380;44;ROND POINT DES ECOLES 44380 PORNICHET
15134;0911406J;11 RUELLE DU CURE;91350;GRIGNY;2.39042354177375;48.656514179245214;11 RUELLE DU CURE 91350 GRIGNY;2.390423;48.656514;0.966181818181818;high;11 RUELLE DU CURÉ;GRIGNY;91350;91;11 RUELLE DU CURÉ 91350 GRIGNY
15147;0601736L; PLACE JAMMY SCHMIDT ZAC SAINT JEAN;60000;BEAUVAIS;2.081740146156104;49.41469276225199; PLACE JAMMY SCHMIDT ZAC SAINT JEAN 60000 BEAUVAIS;2.08174;49.414693;0.5551972727272727;middle;PLACE JANNY SCHMIDT;BEAUVAIS;60000;60;PLACE JANNY SCHMIDT 60000 BEAUVAIS
15199;0422242J; ROUTE DU BREAT;42100;SAINT-ETIENNE;4.27159014690262;45.45016983889674; ROUTE DU BREAT 42100 SAINT-ETIENNE;4.388771;45.418031;0.5701219580419581;middle;RUE DU MONT;SAINT-ÉTIENNE;42100;42;RUE DU MONT 42100 SAINT-ÉTIENNE
15205;0500032N; RUE PAUL DOUMER;50120;CHERBOURG-EN-COTENTIN;-1.6553294560931715;49.64469866471266; RUE PAUL DOUMER 50120 CHERBOURG-EN-COTENTIN;-1.655141;49.64652;0.5558791699604743;middle;RUE PAUL DOUMER (ÉQUEURDREVILLE-HAINNEVILLE);CHERBOURG-EN-COTENTIN;50120;50;RUE PAUL DOUMER (ÉQUEURDREVILLE-HAINNEVILLE) 50120 CHERBOURG-EN-COTENTIN
15208;0240775M; AVENUE LOUIS PASTEUR;24120;TERRASSON-LAVILLEDIEU;1.293660882065775;45.13363103096939; AVENUE LOUIS PASTEUR 24120 TERRASSON-LAVILLEDIEU;1.292906;45.133672;0.9589845454545454;high;AVENUE LOUIS PASTEUR;TERRASSON-LAVILLEDIEU;24120;24;AVENUE LOUIS PASTEUR 24120 TERRASSON-LAVILLEDIEU
15240;0332339N;1 ALLEE DU CLOS MONTESQUIEU;33000;BORDEAUX;-0.6312107122369403;44.844665622407526;1 ALLEE DU CLOS MONTESQUIEU 33000 BORDEAUX;-0.578483;44.842458;0.576714799154334;middle;RUE MONTESQUIEU;BORDEAUX;33000;33;RUE MONTESQUIEU 33000 BORDEAUX
15267;0911505S; RUE DE LA FORET DE SENART;91450;SOISY-SUR-SEINE;2.462292210594088;48.65204776462177; RUE DE LA FORET DE SENART 91450 SOISY-SUR-SEINE;2.462292;48.652048;0.9526263636363637;high;RUE DE LA FORÊT DE SÉNART;SOISY-SUR-SEINE;91450;91;RUE DE LA FORÊT DE SÉNART 91450 SOISY-SUR-SEINE
15284;0021676L; RUE FAIDHERBE;2430;GAUCHY;3.2874199038457843;49.83063436342331; RUE FAIDHERBE 2430 GAUCHY;3.288426;49.831228;0.6374436363636362;middle;RUE LOUIS FAIDHERBE;GAUCHY;02430;02;RUE LOUIS FAIDHERBE 02430 GAUCHY
15289;0330624Z; CHEMIN DU PARC;33610;CESTAS;-0.7003512208236473;44.77031613701328; CHEMIN DU PARC 33610 CESTAS;-0.678801;44.736498;0.5922263636363636;middle;CHEMIN DU BIALA;CESTAS;33610;33;CHEMIN DU BIALA 33610 CESTAS
15292;0641905Y; BOULEVARD DU GENERAL DE GAULLE;64300;ORTHEZ;-0.7594703155773773;43.4866881827379; BOULEVARD DU GENERAL DE GAULLE 64300 ORTHEZ;-0.760315;43.489648;0.5591618181818182;middle;BOULEVARD CHARLES DE GAULLE;ORTHEZ;64300;64;BOULEVARD CHARLES DE GAULLE 64300 ORTHEZ
15307;0771317N;  ;77100;MEAUX;2.90425011552554;48.952458603398696;   77100 MEAUX;2.9003;48.959415;0.95377;high;MEAUX;MEAUX;77100;77;MEAUX
15319;0660580X; RUE ALCOVER;66000;PERPIGNAN;2.8809589005691945;42.72320148032859; RUE ALCOVER 66000 PERPIGNAN;2.880959;42.723201;0.7525233724340176;middle;RUE JEAN ALCOVER;PERPIGNAN;66000;66;RUE JEAN ALCOVER 66000 PERPIGNAN
15355;0110673X;21 BOULEVARD JOLIOT CURIE;11000;CARCASSONNE;2.351589984583764;43.21744505707045;21 BOULEVARD JOLIOT CURIE 11000 CARCASSONNE;2.365166;43.21591;0.5806222924901185;middle;CITÉ JOLIOT CURIE;CARCASSONNE;11000;11;CITÉ JOLIOT CURIE 11000 CARCASSONNE
15364;0270058S; RUE ROGER GAUDEAU;27700;LES ANDELYS;1.402150405337528;49.24298627584371; RUE ROGER GAUDEAU 27700 LES ANDELYS;1.428096;49.24575;0.5718512987012987;middle;RUE ROGER D’ANDELI;LES ANDELYS;27700;27;RUE ROGER D’ANDELI 27700 LES ANDELYS
15365;0442309W; PLACE DE L EDIT DE NANTES;44830;BOUAYE;-1.6824500211541815;47.155814471199264; PLACE DE L EDIT DE NANTES 44830 BOUAYE;-1.567468;47.214619;0.6112090909090909;middle;PLACE DE L EDIT DE NANTES;NANTES;44100;44;PLACE DE L EDIT DE NANTES 44100 NANTES
15368;0491266K;7 RUE DE LA CHEVALLERIE;49450;SÈVREMOINE;-1.0578698615722415;47.11997518291367;7 RUE DE LA CHEVALLERIE 49450 SÈVREMOINE;-1.04083;47.116007;0.5884463636363636;middle;LA CHEVALLERIE (LA RENAUDIÈRE);SÈVREMOINE;49450;49;LA CHEVALLERIE (LA RENAUDIÈRE) 49450 SÈVREMOINE
15383;0421589Z;3 RUE DU CHEMIN DE FER;42400;SAINT-CHAMOND;4.502910308920665;45.46347705063345;3 RUE DU CHEMIN DE FER 42400 SAINT-CHAMOND;4.502923;45.463146;0.9579981818181817;high;3 RUE DU CHEMIN DE FER;SAINT-CHAMOND;42400;42;3 RUE DU CHEMIN DE FER 42400 SAINT-CHAMOND
15388;0491274U;17 RUE LOUIS PASTEUR;49230;SÈVREMOINE;-1.1278181890256858;47.11876926446751;17 RUE LOUIS PASTEUR 49230 SÈVREMOINE;-0.995209;47.122195;0.5047472727272728;middle;17 RUE LOUIS PASTEUR (ST MACAIRE-EN-MAUGES);SÈVREMOINE;49450;49;17 RUE LOUIS PASTEUR (ST MACAIRE-EN-MAUGES) 49450 SÈVREMOINE
15399;0132260L; AVENUE DES ANCIENS COMBATTANTS;13140;MIRAMAS;5.003560411105897;43.59037266938569; AVENUE DES ANCIENS COMBATTANTS 13140 MIRAMAS;5.177422;43.376265;0.626447233201581;middle;AVENUE DES ANCIENS COMBATTANTS;CHÂTEAUNEUF-LES-MARTIGUES;13220;13;AVENUE DES ANCIENS COMBATTANTS 13220 CHÂTEAUNEUF-LES-MARTIGUES
15408;0940229N; PLACE DE MOLENES;94100;SAINT-MAUR-DES-FOSSÉS;2.504875320577617;48.7896369991058; PLACE DE MOLENES 94100 SAINT-MAUR-DES-FOSSÉS;2.504875;48.789637;0.7946063636363635;middle;PLACE DE MOLÈNES;SAINT-MAUR-DES-FOSSÉS;94210;94;PLACE DE MOLÈNES 94210 SAINT-MAUR-DES-FOSSÉS
15411;0771490B;  ;77100;MEAUX;2.900766760106867;48.94899817732768;   77100 MEAUX;2.9003;48.959415;0.95377;high;MEAUX;MEAUX;77100;77;MEAUX
15429;0881764P;23 RUE BOULAY DE LA MEURTHE;88000;EPINAL;6.442746915825593;48.192294362244176;23 RUE BOULAY DE LA MEURTHE 88000 EPINAL;6.443332;48.178843;0.9665318181818181;high;23 RUE BOULAY DE LA MEURTHE;ÉPINAL;88000;88;23 RUE BOULAY DE LA MEURTHE 88000 ÉPINAL
15436;0330028B;143 COURS DE LA MARNE;33074;BORDEAUX;-0.564361965386203;44.82891084178311;143 COURS DE LA MARNE 33074 BORDEAUX;0.087178;45.607176;0.48692413223140485;middle;143 ROUTE DE BORDEAUX;LA COURONNE;16400;16;143 ROUTE DE BORDEAUX 16400 LA COURONNE
15444;0570230R; RUE DE GRENOBLE;57800;FREYMING-MERLEBACH;6.787080282875283;49.14668660072089; RUE DE GRENOBLE 57800 FREYMING-MERLEBACH;6.786441;49.147744;0.9599781818181817;high;RUE DE GRENOBLE;FREYMING-MERLEBACH;57800;57;RUE DE GRENOBLE 57800 FREYMING-MERLEBACH
15456;0381932U;10 PLACE DE LA MAIRIE;38950;SAINT-MARTIN-LE-VINOUX;5.716369603415387;45.20364896833118;10 PLACE DE LA MAIRIE 38950 SAINT-MARTIN-LE-VINOUX;5.70584;45.209027;0.94983;high;10 PLACE DE LA MAIRIE;SAINT-MARTIN-LE-VINOUX;38950;38;10 PLACE DE LA MAIRIE 38950 SAINT-MARTIN-LE-VINOUX
15459;0134040W;1 ROUTE DE SEPTEMES;13170;LES PENNES-MIRABEAU;5.330249618002624;43.406896892986616;1 ROUTE DE SEPTEMES 13170 LES PENNES-MIRABEAU;5.343791;43.394788;0.6025871428571428;middle;ROUTE DEPARTEMENTALE 113;LES PENNES-MIRABEAU;13170;13;ROUTE DEPARTEMENTALE 113 13170 LES PENNES-MIRABEAU
15468;0831354W; CHEMIN DE LA COUDOULIERE;83183;SIX-FOURS-LES-PLAGES;5.820819766866428;43.09705075532368; CHEMIN DE LA COUDOULIERE 83183 SIX-FOURS-LES-PLAGES;5.810288;43.089777;0.6586565485362095;middle;CORNICHE DE LA COUDOULIÈRE;SIX-FOURS-LES-PLAGES;83140;83;CORNICHE DE LA COUDOULIÈRE 83140 SIX-FOURS-LES-PLAGES
